row_number,Order ID,Product ID,Customer ID,Order Date,Ship Mode,DeliveryTime,Quantity,Sales,Profit,Payment Mode,rating
2650,US-2020-104661,OFF-BI-10001597,TB-21250,15-01-2020,First Class,60 mins,4,118.784,-52.4544,Online,4.2
2651,CA-2020-167752,OFF-AP-10000159,RW-19690,15-01-2020,First Class,35 mins,1,136.384,3.8682,Cards,5
2652,US-2020-104661,TEC-AC-10003628,TB-21250,15-01-2020,First Class,25 mins,2,160.984,14.3952,Online,4.1
2653,CA-2020-138289,FUR-CH-10004626,AR-10540,16-01-2020,Second Class,20 mins,3,340.67,72.6408,Online,4.2
2654,CA-2020-125913,FUR-TA-10001520,JO-15145,16-01-2020,Same Day,30 mins,7,436.672,-14.9877,Online,
2655,CA-2020-138289,OFF-BI-10004995,AR-10540,16-01-2020,Second Class,25 mins,4,5455.96,2504.2216,COD,
2656,CA-2020-125913,FUR-FU-10001487,JO-15145,16-01-2020,Same Day,30 mins,4,141.92,8.0968,Cards,
2657,CA-2020-138289,OFF-PA-10001260,AR-10540,16-01-2020,Second Class,40 mins,7,167.07,25.2315,COD,4.6
2658,US-2020-127292,OFF-PA-10000157,RM-19375,19-01-2020,Standard Class,20 mins,4,101.92,37.5624,COD,5
2659,CA-2020-153045,TEC-PH-10001817,NS-18505,19-01-2020,Second Class,30 mins,2,455.6,-93.08,COD,4
2660,US-2020-127292,OFF-AP-10000828,RM-19375,19-01-2020,Standard Class,50 mins,3,573.94,152.0232,Cards,
2661,CA-2020-153045,FUR-CH-10000309,NS-18505,19-01-2020,Second Class,20 mins,3,914.271,-63.3765,COD,
2662,CA-2020-154718,OFF-LA-10003714,DL-12865,19-01-2020,Second Class,40 mins,2,103,2.1,Online,
2663,US-2020-127292,OFF-EN-10001509,RM-19375,19-01-2020,Standard Class,30 mins,1,109.04,0.9588,Cards,
2664,CA-2020-153045,OFF-PA-10003673,NS-18505,19-01-2020,Second Class,25 mins,4,117.696,7.0512,Cards,4.1
2665,US-2020-127292,OFF-PA-10001970,RM-19375,19-01-2020,Standard Class,35 mins,1,116.28,5.7716,COD,
2666,CA-2020-153045,FUR-FU-10002759,NS-18505,19-01-2020,Second Class,20 mins,2,124.968,6.3936,Online,4
2667,CA-2020-161809,TEC-PH-10004922,TH-21100,20-01-2020,Standard Class,30 mins,3,184.776,10.0485,Online,4.4
2668,CA-2020-157252,FUR-CH-10003396,CV-12805,20-01-2020,Second Class,40 mins,3,240.846,2.3094,Online,3.7
2669,CA-2020-144589,TEC-PH-10003072,TM-21010,20-01-2020,Standard Class,45 mins,3,394.976,130.4913,Online,5
2670,US-2020-120649,OFF-AR-10001545,JF-15490,20-01-2020,Standard Class,30 mins,2,111.52,1.0208,Cards,
2671,CA-2020-152079,OFF-LA-10001613,ML-17410,20-01-2020,First Class,25 mins,5,115.52,4.176,COD,4.3
2672,CA-2020-144589,OFF-AR-10003631,TM-21010,20-01-2020,Standard Class,20 mins,5,152.2,7.986,COD,4
2673,CA-2020-131954,FUR-BO-10001619,DS-13030,21-01-2020,Standard Class,40 mins,1,106.98,18.6956,COD,
2674,CA-2020-127026,OFF-BI-10001196,MH-18115,21-01-2020,Standard Class,30 mins,4,109.52,42.0744,COD,4.5
2675,CA-2020-131954,OFF-BI-10003982,DS-13030,21-01-2020,Standard Class,25 mins,6,116.696,33.6474,Online,3.6
2676,CA-2020-127026,TEC-PH-10003601,MH-18115,21-01-2020,Standard Class,45 mins,1,195.99,49.497,COD,4.3
2677,CA-2020-131954,TEC-AC-10003610,DS-13030,21-01-2020,Standard Class,30 mins,3,207.97,86.3856,Online,4.2
2678,CA-2020-131954,OFF-ST-10000736,DS-13030,21-01-2020,Standard Class,25 mins,3,267.94,9.7176,COD,4.3
2679,CA-2020-141782,OFF-EN-10002230,BE-11410,21-01-2020,Standard Class,35 mins,4,299.576,90.6444,Cards,5
2680,CA-2020-127026,TEC-MA-10002981,MH-18115,21-01-2020,Standard Class,50 mins,3,361.973,152.0883,Cards,
2681,CA-2020-160423,OFF-ST-10004340,PS-19045,21-01-2020,Standard Class,20 mins,7,388.208,30.4682,Cards,
2682,CA-2020-127026,TEC-AC-10002049,MH-18115,21-01-2020,Standard Class,30 mins,5,669.95,111.591,COD,
2683,CA-2020-127026,OFF-BI-10000546,MH-18115,21-01-2020,Standard Class,40 mins,5,87.4,7.056,Cards,
2684,CA-2020-131954,OFF-BI-10003291,DS-13030,21-01-2020,Standard Class,25 mins,4,92.936,9.4284,Online,4
2685,CA-2020-131954,OFF-BI-10000138,DS-13030,21-01-2020,Standard Class,35 mins,5,132.72,6.552,COD,5
2686,CA-2020-160423,OFF-BI-10004001,PS-19045,21-01-2020,Standard Class,20 mins,7,160.784,-28.6272,Cards,4.7
2687,CA-2020-127432,OFF-ST-10004459,AD-10180,22-01-2020,Standard Class,45 mins,3,1159.02,56.301,Online,4.2
2688,CA-2020-127432,TEC-CO-10003236,AD-10180,22-01-2020,Standard Class,30 mins,5,3026.95,1379.977,COD,4.2
2689,CA-2020-152499,OFF-AR-10003481,EH-13765,22-01-2020,Second Class,20 mins,3,85.872,0.8856,Cards,3.8
2690,CA-2020-152499,OFF-FA-10002975,EH-13765,22-01-2020,Second Class,25 mins,5,103.12,4.914,Online,
2691,CA-2020-127432,OFF-PA-10001667,AD-10180,22-01-2020,Standard Class,35 mins,2,118.96,5.382,Cards,3.9
2692,CA-2020-127432,OFF-ST-10004507,AD-10180,22-01-2020,Standard Class,45 mins,3,162.45,13.8915,COD,4
2693,CA-2020-161893,TEC-AC-10001874,HP-14815,23-01-2020,Standard Class,30 mins,2,132.984,11.998,Online,5
2694,CA-2020-139080,TEC-PH-10004100,CS-12250,23-01-2020,Standard Class,40 mins,6,136.352,8.6352,Cards,
2695,CA-2020-145142,FUR-TA-10001857,MC-17605,23-01-2020,First Class,55 mins,2,237.98,21.098,Cards,4.2
2696,CA-2020-139080,OFF-PA-10002262,CS-12250,23-01-2020,Standard Class,25 mins,1,90.48,3.1104,COD,
2697,CA-2020-139080,OFF-PA-10004621,CS-12250,23-01-2020,Standard Class,50 mins,4,116.92,12.4416,Cards,4.5
2698,CA-2020-161893,OFF-BI-10004506,HP-14815,23-01-2020,Standard Class,60 mins,2,109.938,-3.6212,Cards,4.2
2699,CA-2020-139080,OFF-BI-10001757,CS-12250,23-01-2020,Standard Class,35 mins,5,140.68,6.888,Cards,3.7
2700,CA-2020-104619,TEC-PH-10000193,KD-16495,24-01-2020,Standard Class,45 mins,3,149.352,8.2764,Cards,
2701,CA-2020-104619,OFF-BI-10004318,KD-16495,24-01-2020,Standard Class,50 mins,2,311.784,89.9548,Online,4.3
2702,CA-2020-119669,OFF-FA-10000053,TP-21130,24-01-2020,Standard Class,40 mins,3,98.67,0.1134,Online,
2703,CA-2020-104619,OFF-AP-10001492,KD-16495,24-01-2020,Standard Class,30 mins,3,131.86,6.7236,Cards,3.8
2704,US-2020-105935,FUR-FU-10002157,BD-11500,26-01-2020,Standard Class,60 mins,4,100.72,24.4608,Cards,4.3
2705,US-2020-105935,TEC-PH-10001459,BD-11500,26-01-2020,Standard Class,45 mins,7,2967.93,764.3818,Cards,4.4
2706,CA-2020-134649,OFF-BI-10001890,CA-11965,26-01-2020,Second Class,55 mins,2,111.16,3.4368,COD,4.8
2707,CA-2020-150469,OFF-FA-10000611,CJ-12010,26-01-2020,Standard Class,30 mins,8,96.84,5.6832,Online,
2708,CA-2020-134649,OFF-AR-10001547,CA-11965,26-01-2020,Second Class,40 mins,7,106.47,4.1769,Cards,3.5
2709,CA-2020-164098,OFF-ST-10000615,CG-12520,26-01-2020,First Class,50 mins,2,141.16,1.816,Online,2
2710,CA-2020-117870,TEC-AC-10000927,JH-15820,27-01-2020,Second Class,35 mins,3,117.976,-8.997,COD,4
2711,CA-2020-117870,TEC-PH-10003931,JH-15820,27-01-2020,Second Class,30 mins,3,154.982,-26.9955,COD,
2712,US-2020-104437,TEC-PH-10000193,TG-21310,27-01-2020,Standard Class,60 mins,3,156.94,35.8644,Online,4.4
2713,CA-2020-117870,OFF-AR-10004078,JH-15820,27-01-2020,Second Class,40 mins,3,144.016,1.752,COD,1
2714,CA-2020-115994,TEC-AC-10000580,BT-11305,28-01-2020,Second Class,45 mins,3,284.97,26.3967,Cards,1
2715,US-2020-147984,OFF-PA-10000806,GB-14575,28-01-2020,Standard Class,50 mins,5,292.9,137.151,Cards,2.5
2716,US-2020-166037,TEC-AC-10002800,CL-12700,28-01-2020,Standard Class,35 mins,9,470.91,157.4685,COD,
2717,CA-2020-115994,FUR-FU-10003976,BT-11305,28-01-2020,Second Class,55 mins,3,135.74,12.8316,Online,
2718,CA-2020-160927,OFF-PA-10000176,TM-21010,29-01-2020,Second Class,45 mins,5,129.85,45.528,COD,4.1
2719,CA-2020-139304,OFF-BI-10002498,VG-21790,29-01-2020,Standard Class,50 mins,8,167.616,40.3704,COD,4.1
2720,CA-2020-139304,OFF-AR-10001216,VG-21790,29-01-2020,Standard Class,60 mins,3,96.34,2.1684,Online,4.4
2721,CA-2020-131653,OFF-LA-10001045,RD-19585,29-01-2020,Standard Class,30 mins,2,85.22,2.4012,Cards,4.2
2722,CA-2020-145338,OFF-AR-10002053,BD-11770,29-01-2020,First Class,40 mins,2,102.768,0.4768,Online,4.2
2723,CA-2020-160927,FUR-FU-10000010,TM-21010,29-01-2020,Second Class,50 mins,3,127.91,4.6221,Cards,3.6
2724,CA-2020-139304,OFF-SU-10001664,VG-21790,29-01-2020,Standard Class,35 mins,1,117.57,2.2282,COD,
2725,CA-2020-160927,OFF-PA-10003848,TM-21010,29-01-2020,Second Class,45 mins,2,111.96,6.2208,COD,
2726,CA-2020-160927,OFF-ST-10001590,TM-21010,29-01-2020,Second Class,55 mins,1,140.48,3.5048,Cards,3.8
2727,US-2020-127341,OFF-BI-10001072,CK-12595,29-01-2020,Standard Class,50 mins,4,114.128,-20.6176,COD,3.5
2728,CA-2020-121790,FUR-TA-10003469,LP-17095,30-01-2020,Standard Class,30 mins,1,100.375,-47.175,COD,
2729,CA-2020-112725,FUR-CH-10000863,EH-14125,30-01-2020,Standard Class,60 mins,1,145.784,-13.5882,Cards,
2730,CA-2020-164329,OFF-ST-10001511,MM-17920,30-01-2020,Same Day,45 mins,2,147.3,6.465,Cards,4.6
2731,CA-2020-104220,TEC-PH-10004614,BV-11245,30-01-2020,Standard Class,40 mins,3,224,51.75,Online,1
2732,CA-2020-148999,FUR-CH-10002044,EB-13870,30-01-2020,Standard Class,50 mins,4,437.136,-68.1096,COD,2.5
2733,CA-2020-157273,TEC-PH-10002275,SZ-20035,30-01-2020,First Class,35 mins,4,618.768,60.4768,Cards,4.1
2734,CA-2020-121790,TEC-PH-10002584,LP-17095,30-01-2020,Standard Class,45 mins,4,2015.168,250.396,COD,2.8
2735,CA-2020-112725,OFF-AR-10003759,EH-14125,30-01-2020,Standard Class,50 mins,7,107.74,5.733,Online,4.5
2736,CA-2020-104220,OFF-BI-10003910,BV-11245,30-01-2020,Standard Class,60 mins,1,111.71,3.4695,Online,2.5
2737,CA-2020-121790,OFF-AR-10003602,LP-17095,30-01-2020,Standard Class,35 mins,2,114.344,3.1536,COD,3.3
2738,CA-2020-112725,OFF-AR-10001227,EH-14125,30-01-2020,Standard Class,40 mins,3,131.82,2.3814,COD,
2739,CA-2020-104220,OFF-BI-10001036,BV-11245,30-01-2020,Standard Class,55 mins,2,116.28,9.14,COD,3.6
2740,CA-2020-121790,OFF-SU-10004231,LP-17095,30-01-2020,Standard Class,50 mins,4,120.68,2.772,Online,4.3
2741,CA-2020-104220,FUR-FU-10002597,BV-11245,30-01-2020,Standard Class,45 mins,7,140.58,14.5236,Online,
2742,CA-2020-104220,OFF-AR-10004648,BV-11245,30-01-2020,Standard Class,30 mins,2,135.3,10.881,Online,4
2743,CA-2020-104220,OFF-BI-10000301,BV-11245,30-01-2020,Standard Class,50 mins,5,162.35,16.175,Online,4.3
2744,US-2020-164147,TEC-PH-10002293,DW-13585,02-02-2020,First Class,40 mins,5,100.97,-11.994,Cards,3.8
2745,CA-2020-161333,FUR-FU-10003039,JL-15835,02-02-2020,Standard Class,55 mins,2,107.26,29.3284,COD,4.1
2746,CA-2020-128076,FUR-FU-10000293,BO-11350,02-02-2020,Standard Class,60 mins,2,242.58,12.6348,COD,
2747,CA-2020-128076,TEC-MA-10002109,BO-11350,02-02-2020,Standard Class,35 mins,2,253.984,38.9974,Online,4
2748,CA-2020-128076,OFF-BI-10003638,BO-11350,02-02-2020,Standard Class,45 mins,2,257.96,10.062,Online,
2749,CA-2020-161333,OFF-AP-10000252,JL-15835,02-02-2020,Standard Class,50 mins,4,291.8,16.38,COD,4.3
2750,US-2020-164147,OFF-PA-10002377,DW-13585,02-02-2020,First Class,35 mins,2,2109.304,29.364,Online,4
2751,CA-2020-161333,OFF-ST-10000464,JL-15835,02-02-2020,Standard Class,55 mins,4,2178.04,38.9312,Cards,
2752,US-2020-164147,OFF-FA-10002780,DW-13585,02-02-2020,First Class,40 mins,9,110.456,6.9732,Cards,4.1
2753,CA-2020-126354,OFF-PA-10004381,SC-20380,03-02-2020,Standard Class,50 mins,3,134.296,40.3536,COD,4.3
2754,CA-2020-127474,OFF-PA-10000418,RD-19810,03-02-2020,Second Class,60 mins,5,443.4,146.79,Online,4
2755,CA-2020-167703,OFF-BI-10002071,MC-17575,03-02-2020,Standard Class,45 mins,3,936.229,-4.1832,COD,
2756,CA-2020-127474,FUR-FU-10004597,RD-19810,03-02-2020,Second Class,35 mins,1,1248.2,-26.085,COD,3.6
2757,CA-2020-167703,OFF-ST-10001490,MC-17575,03-02-2020,Standard Class,55 mins,2,2298.552,35.694,Cards,4.1
2758,CA-2020-126354,OFF-BI-10000301,SC-20380,03-02-2020,Standard Class,30 mins,2,118.882,-2.588,Cards,4.4
2759,CA-2020-127474,OFF-PA-10001166,RD-19810,03-02-2020,Second Class,40 mins,1,119.184,1.8144,Online,
2760,CA-2020-127474,OFF-PA-10001033,RD-19810,03-02-2020,Second Class,50 mins,2,159.584,23.7742,COD,
2761,CA-2020-169474,OFF-AP-10003971,JF-15355,04-02-2020,Standard Class,30 mins,3,138.67,8.4942,COD,5
2762,CA-2020-131282,OFF-AR-10003087,CB-12025,05-02-2020,Second Class,45 mins,5,221.12,0.712,Online,4.2
2763,CA-2020-131282,OFF-BI-10004632,CB-12025,05-02-2020,Second Class,25 mins,4,285.992,-426.986,Cards,5
2764,CA-2020-107517,OFF-AP-10000275,FC-14335,05-02-2020,Standard Class,40 mins,5,1666.7,459.396,COD,4.2
2765,CA-2020-107517,TEC-PH-10003505,FC-14335,05-02-2020,Standard Class,35 mins,5,2399.2,41.76,Online,4.1
2766,US-2020-101840,TEC-PH-10002538,SP-20545,06-02-2020,Standard Class,30 mins,6,256.46,65.9634,Online,3.2
2767,CA-2020-115105,FUR-BO-10001811,BD-11770,06-02-2020,Standard Class,50 mins,1,256.784,30.098,COD,4.4
2768,CA-2020-122994,FUR-BO-10004015,MV-17485,06-02-2020,First Class,20 mins,3,371.97,79.1934,Online,5
2769,CA-2020-154102,OFF-PA-10001593,SN-20560,06-02-2020,Standard Class,45 mins,5,135.9,13.455,COD,4.3
2770,US-2020-101840,OFF-BI-10000279,SP-20545,06-02-2020,Standard Class,60 mins,4,134.24,15.606,Online,3.8
2771,CA-2020-118773,OFF-BI-10004584,TP-21415,09-02-2020,Standard Class,35 mins,4,290.784,-417.0936,Online,4
2772,CA-2020-145807,OFF-ST-10001370,SB-20190,09-02-2020,Standard Class,25 mins,5,403.9,17.745,Cards,4.2
2773,CA-2020-118773,TEC-AC-10002402,TP-21415,09-02-2020,Standard Class,20 mins,2,2154.984,15.998,Online,5
2774,CA-2020-118773,FUR-FU-10000550,TP-21415,09-02-2020,Standard Class,30 mins,2,122.984,-2.6892,Online,4.9
2775,CA-2020-150602,FUR-FU-10003142,ML-17395,09-02-2020,Second Class,25 mins,4,96.12,6.5472,Cards,3.9
2776,CA-2020-118773,OFF-AP-10000055,TP-21415,09-02-2020,Standard Class,30 mins,2,132.992,-32.48,Cards,4
2777,CA-2020-124086,FUR-BO-10004015,MP-18175,10-02-2020,Standard Class,40 mins,2,226.983,16.7986,COD,3.8
2778,CA-2020-123659,OFF-PA-10002464,MN-17935,10-02-2020,First Class,20 mins,4,1958.12,11.3288,COD,4.6
2779,CA-2020-131828,TEC-PH-10002923,CS-11845,11-02-2020,Second Class,30 mins,3,126.776,7.7679,Cards,
2780,CA-2020-138156,FUR-FU-10003601,MM-17260,11-02-2020,First Class,50 mins,2,164.568,-3.6892,COD,2
2781,CA-2020-116204,OFF-BI-10001759,VW-21775,11-02-2020,Second Class,20 mins,7,840.336,7.7343,COD,3.3
2782,US-2020-118535,OFF-LA-10001297,DJ-13510,11-02-2020,Standard Class,40 mins,2,936.7,9.936,COD,
2783,CA-2020-131828,FUR-CH-10004495,CS-11845,11-02-2020,Second Class,30 mins,4,986.136,108.3528,Online,4.3
2784,CA-2020-154809,OFF-AP-10004785,MH-17455,13-02-2020,Standard Class,25 mins,8,116.64,38.9752,Cards,4.2
2785,CA-2020-104801,FUR-FU-10004017,FH-14350,13-02-2020,Standard Class,35 mins,1,120.53,21.506,Cards,4
2786,CA-2020-104801,TEC-AC-10001838,FH-14350,13-02-2020,Standard Class,20 mins,4,835.96,343.9828,Online,
2787,CA-2020-104801,OFF-AR-10001547,FH-14350,13-02-2020,Standard Class,30 mins,3,919.63,1.7901,COD,
2788,CA-2020-104906,OFF-PA-10001184,JP-15460,13-02-2020,Standard Class,40 mins,3,96.94,8.7906,Cards,4
2789,CA-2020-151176,OFF-AR-10000614,SV-20785,13-02-2020,Standard Class,45 mins,3,117.71,2.7846,Online,
2790,CA-2020-151176,OFF-SU-10001165,SV-20785,13-02-2020,Standard Class,30 mins,3,144.02,6.5052,COD,
2791,CA-2020-120019,OFF-ST-10001932,NG-18355,16-02-2020,Standard Class,25 mins,3,612.51,81.1314,Cards,4.3
2792,CA-2020-163265,FUR-CH-10004063,JS-16030,16-02-2020,Standard Class,20 mins,3,631.558,-8.5794,Online,
2793,CA-2020-120019,TEC-PH-10000923,NG-18355,16-02-2020,Standard Class,40 mins,1,850.99,7.3451,Online,4
2794,CA-2020-163265,FUR-FU-10004270,JS-16030,16-02-2020,Standard Class,30 mins,1,110.692,-3.6537,COD,2.9
2795,CA-2020-163265,OFF-FA-10004854,JS-16030,16-02-2020,Standard Class,25 mins,2,94.368,6.1992,Cards,1
2796,CA-2020-163265,OFF-AR-10004078,JS-16030,16-02-2020,Standard Class,45 mins,6,134.032,3.504,Online,
2797,CA-2020-118521,OFF-PA-10003465,LF-17185,16-02-2020,Standard Class,30 mins,2,140.94,18.2112,Online,5
2798,CA-2020-163265,OFF-ST-10000642,JS-16030,16-02-2020,Standard Class,25 mins,3,156.352,-8.1822,Online,
2799,CA-2020-109085,TEC-PH-10000526,CK-12325,17-02-2020,First Class,35 mins,1,104.594,-11.5188,Online,4.1
2800,CA-2020-159149,FUR-BO-10001601,CR-12820,17-02-2020,First Class,50 mins,1,132.0664,-17.0274,Online,1
2801,CA-2020-154039,TEC-PH-10002789,JK-16120,17-02-2020,Standard Class,20 mins,1,165.792,10.9193,COD,2.9
2802,CA-2020-132647,OFF-ST-10003123,GH-14410,17-02-2020,Standard Class,30 mins,5,186.45,39.948,COD,
2803,CA-2020-159149,OFF-AR-10000937,CR-12820,17-02-2020,First Class,40 mins,6,205.44,52.632,Online,4
2804,CA-2020-159149,TEC-PH-10000038,CR-12820,17-02-2020,First Class,25 mins,4,479.336,-87.6672,COD,3.7
2805,CA-2020-109085,FUR-TA-10001086,CK-12325,17-02-2020,First Class,35 mins,5,504.97,-106.393,Online,3.9
2806,CA-2020-154039,FUR-TA-10001932,JK-16120,17-02-2020,Standard Class,20 mins,3,524.96,-269.3376,COD,5
2807,CA-2020-109085,FUR-CH-10003981,CK-12325,17-02-2020,First Class,45 mins,5,938.43,-12.849,Online,4.3
2808,CA-2020-109085,OFF-BI-10001525,CK-12325,17-02-2020,First Class,30 mins,5,92.715,-4.7625,Online,4
2809,CA-2020-132647,OFF-PA-10001838,GH-14410,17-02-2020,Standard Class,20 mins,2,128.76,5.7624,COD,4.1
2810,CA-2020-109085,FUR-FU-10004973,CK-12325,17-02-2020,First Class,25 mins,2,126.144,8.2896,Online,4.5
2811,US-2020-163195,TEC-PH-10003875,LL-16840,17-02-2020,Second Class,35 mins,3,125.16,8.4564,Online,
2812,CA-2020-164707,TEC-AC-10004864,CV-12805,18-02-2020,Second Class,45 mins,3,146.53,47.0979,Online,
2813,CA-2020-164707,TEC-PH-10001924,CV-12805,18-02-2020,Second Class,30 mins,3,197.976,10.4985,Online,1
2814,CA-2020-164707,OFF-LA-10004345,CV-12805,18-02-2020,Second Class,40 mins,2,84.82,4.8118,Online,4.4
2815,CA-2020-166415,OFF-FA-10004968,ME-17725,19-02-2020,Standard Class,55 mins,3,831.22,0.2244,COD,
2816,CA-2020-122693,OFF-AP-10002518,NH-18610,19-02-2020,Second Class,25 mins,7,1259.86,361.2994,COD,4.3
2817,CA-2020-134838,OFF-AR-10000634,ED-13885,19-02-2020,First Class,50 mins,3,133.84,3.4668,Online,4
2818,CA-2020-134838,FUR-FU-10004018,ED-13885,19-02-2020,First Class,60 mins,3,111.67,12.0609,Online,2.2
2819,CA-2020-135937,OFF-ST-10000563,KM-16375,20-02-2020,Standard Class,35 mins,2,101.168,-6.396,Online,
2820,CA-2020-135937,FUR-FU-10002253,KM-16375,20-02-2020,Standard Class,45 mins,2,118.704,16.3172,Online,2.3
2821,CA-2020-105809,TEC-PH-10001580,HW-14935,20-02-2020,First Class,50 mins,2,261.968,18.8972,COD,
2822,CA-2020-135937,TEC-PH-10004447,KM-16375,20-02-2020,Standard Class,40 mins,3,358.576,25.0182,Online,3.1
2823,CA-2020-135937,FUR-TA-10001039,KM-16375,20-02-2020,Standard Class,30 mins,9,427.91,-185.7168,COD,
2824,CA-2020-135937,OFF-EN-10004846,KM-16375,20-02-2020,Standard Class,60 mins,5,838.64,3.857,Online,3
2825,CA-2020-150525,OFF-AR-10002375,JP-16135,20-02-2020,Standard Class,45 mins,2,1038.56,1.9024,COD,4
2826,CA-2020-150525,OFF-AP-10000595,JP-16135,20-02-2020,Standard Class,55 mins,3,1233.11,3.4086,Online,4.3
2827,CA-2020-105445,OFF-FA-10001229,BP-11095,20-02-2020,Second Class,30 mins,3,92.432,3.0654,Online,4.9
2828,CA-2020-105809,FUR-FU-10004090,HW-14935,20-02-2020,First Class,40 mins,1,115.23,7.3359,COD,
2829,CA-2020-135937,TEC-AC-10001114,KM-16375,20-02-2020,Standard Class,50 mins,1,131.992,4.7988,COD,4.3
2830,CA-2020-124940,TEC-AC-10002076,DK-13090,21-02-2020,Standard Class,35 mins,1,973.904,-2.994,Online,4.2
2831,CA-2020-136007,OFF-FA-10002701,AC-10615,23-02-2020,Standard Class,30 mins,5,619.4,0.336,Online,5
2832,CA-2020-136007,TEC-PH-10003589,AC-10615,23-02-2020,Standard Class,60 mins,5,884.96,25.186,Online,3.9
2833,CA-2020-104647,OFF-PA-10002870,CK-12595,23-02-2020,Standard Class,40 mins,6,128.44,16.848,Online,5
2834,CA-2020-127397,OFF-PA-10001125,ES-14080,24-02-2020,Standard Class,45 mins,5,152.92,38.725,COD,
2835,CA-2020-127397,TEC-AC-10003033,ES-14080,24-02-2020,Standard Class,50 mins,5,1333.8,214.4675,Online,
2836,CA-2020-111374,OFF-BI-10004970,CB-12415,24-02-2020,Standard Class,35 mins,4,132.956,-3.7996,COD,4
2837,US-2020-134642,FUR-CH-10002880,SW-20245,25-02-2020,Standard Class,55 mins,2,230.784,-22.1382,Online,
2838,US-2020-134642,FUR-BO-10004709,SW-20245,25-02-2020,Standard Class,45 mins,5,245.92,5.798,Online,4.3
2839,CA-2020-125878,OFF-BI-10002609,MH-18025,25-02-2020,Standard Class,50 mins,3,529.788,-3.0396,COD,3.5
2840,CA-2020-121258,FUR-FU-10000747,DB-13060,26-02-2020,Standard Class,60 mins,2,106.96,15.6332,COD,3.7
2841,CA-2020-117212,OFF-AP-10004532,BT-11530,26-02-2020,Second Class,30 mins,4,110.92,22.1184,Online,4.1
2842,CA-2020-117212,OFF-PA-10001970,BT-11530,26-02-2020,Second Class,40 mins,4,249.92,109.7208,Online,3.4
2843,CA-2020-121258,TEC-PH-10003645,DB-13060,26-02-2020,Standard Class,50 mins,2,301.576,19.3932,Online,
2844,CA-2020-121706,OFF-AP-10003287,BM-11140,26-02-2020,Standard Class,35 mins,7,380.79,99.9012,Online,4.3
2845,CA-2020-117212,TEC-PH-10004447,BT-11530,26-02-2020,Second Class,45 mins,8,911.536,66.7152,COD,
2846,CA-2020-117212,FUR-CH-10003973,BT-11530,26-02-2020,Second Class,55 mins,3,940.224,89.2224,Online,4
2847,CA-2020-117212,OFF-PA-10000682,BT-11530,26-02-2020,Second Class,50 mins,4,116.12,11.3288,COD,3.8
2848,CA-2020-121258,OFF-PA-10004041,DB-13060,26-02-2020,Standard Class,30 mins,4,152.6,13.32,COD,4.2
2849,CA-2020-101959,OFF-BI-10001757,DB-13660,28-02-2020,Standard Class,60 mins,2,919.84,4.7232,Online,3.3
2850,CA-2020-101959,OFF-PA-10002137,DB-13660,28-02-2020,Standard Class,45 mins,1,943.78,3.501,Online,4.2
2851,CA-2020-104885,OFF-PA-10002764,DB-13555,02-03-2020,Standard Class,40 mins,6,109.04,33.3396,Online,
2852,CA-2020-155712,OFF-BI-10004224,KD-16615,02-03-2020,Standard Class,50 mins,2,128.648,33.64,Online,2.7
2853,CA-2020-163902,TEC-PH-10000675,MY-17380,02-03-2020,Standard Class,35 mins,3,214.776,14.7582,Online,3.5
2854,CA-2020-104885,FUR-BO-10003660,DB-13555,02-03-2020,Standard Class,45 mins,2,460.96,101.6508,Online,
2855,CA-2020-163902,TEC-AC-10000580,MY-17380,02-03-2020,Standard Class,50 mins,6,493.94,52.7934,Online,
2856,CA-2020-146024,OFF-BI-10003291,SC-20770,02-03-2020,Standard Class,60 mins,7,110.222,-20.1663,Online,4.1
2857,CA-2020-124114,OFF-BI-10004022,RS-19765,02-03-2020,Same Day,35 mins,1,118.556,-0.9452,COD,3.6
2858,CA-2020-146024,OFF-SU-10001935,SC-20770,02-03-2020,Standard Class,40 mins,4,94.976,-1.3952,COD,4.3
2859,CA-2020-152261,OFF-BI-10002353,JA-15970,02-03-2020,Standard Class,55 mins,4,93.528,-12.352,Online,
2860,CA-2020-104885,OFF-EN-10003286,DB-13555,02-03-2020,Standard Class,50 mins,7,156.96,27.2412,Online,1
2861,CA-2020-104885,OFF-AR-10001615,DB-13555,02-03-2020,Standard Class,45 mins,3,134.52,15.4752,COD,
2862,CA-2020-121804,OFF-AP-10004859,LP-17095,03-03-2020,Standard Class,30 mins,5,110.8,19.656,COD,4.3
2863,CA-2020-111815,TEC-AC-10002926,EP-13915,03-03-2020,Standard Class,50 mins,2,125.98,42.9914,Online,4.3
2864,CA-2020-123085,FUR-CH-10003968,EJ-13720,03-03-2020,Standard Class,40 mins,3,185.352,-17.0352,Online,4.3
2865,CA-2020-111815,FUR-CH-10000785,EP-13915,03-03-2020,Standard Class,55 mins,1,227.98,47.0548,Online,4.1
2866,CA-2020-117513,FUR-TA-10001520,BT-11395,03-03-2020,Standard Class,60 mins,7,426.672,-14.9877,COD,
2867,CA-2020-123085,TEC-AC-10000990,EJ-13720,03-03-2020,Standard Class,35 mins,8,1099.44,440.7648,COD,2
2868,CA-2020-127621,OFF-PA-10001307,RE-19450,03-03-2020,Standard Class,45 mins,8,100.88,9.744,COD,
2869,US-2020-119816,FUR-FU-10004848,TT-21460,04-03-2020,Second Class,50 mins,5,117.5,-77.625,COD,5
